version_group,group,species_id,species_identifier,form_identifier
black-2-white-2,shiny/female,301,delcatty,NULL
black-2-white-2,shiny/female,302,sableye,NULL
black-2-white-2,shiny/female,303,mawile,NULL
black-2-white-2,shiny/female,304,aron,NULL
black-2-white-2,shiny/female,305,lairon,NULL
black-2-white-2,shiny/female,306,aggron,NULL
black-2-white-2,shiny/female,307,meditite,NULL
black-2-white-2,shiny/female,308,medicham,NULL
black-2-white-2,shiny/female,309,electrike,NULL
black-2-white-2,shiny/female,310,manectric,NULL
black-2-white-2,shiny/female,311,plusle,NULL
black-2-white-2,shiny/female,312,minun,NULL
black-2-white-2,shiny/female,313,volbeat,NULL
black-2-white-2,shiny/female,314,illumise,NULL
black-2-white-2,shiny/female,315,roselia,NULL
black-2-white-2,shiny/female,316,gulpin,NULL
black-2-white-2,shiny/female,317,swalot,NULL
black-2-white-2,shiny/female,318,carvanha,NULL
black-2-white-2,shiny/female,319,sharpedo,NULL
black-2-white-2,shiny/female,320,wailmer,NULL
black-2-white-2,shiny/female,321,wailord,NULL
black-2-white-2,shiny/female,322,numel,NULL
black-2-white-2,shiny/female,323,camerupt,NULL
black-2-white-2,shiny/female,324,torkoal,NULL
black-2-white-2,shiny/female,325,spoink,NULL
black-2-white-2,shiny/female,326,grumpig,NULL
black-2-white-2,shiny/female,327,spinda,NULL
black-2-white-2,shiny/female,328,trapinch,NULL
black-2-white-2,shiny/female,329,vibrava,NULL
black-2-white-2,shiny/female,330,flygon,NULL
black-2-white-2,shiny/female,331,cacnea,NULL
black-2-white-2,shiny/female,332,cacturne,NULL
black-2-white-2,shiny/female,333,swablu,NULL
black-2-white-2,shiny/female,334,altaria,NULL
black-2-white-2,shiny/female,335,zangoose,NULL
black-2-white-2,shiny/female,336,seviper,NULL
black-2-white-2,shiny/female,337,lunatone,NULL
black-2-white-2,shiny/female,338,solrock,NULL
black-2-white-2,shiny/female,339,barboach,NULL
black-2-white-2,shiny/female,340,whiscash,NULL
black-2-white-2,shiny/female,341,corphish,NULL
black-2-white-2,shiny/female,342,crawdaunt,NULL
black-2-white-2,shiny/female,343,baltoy,NULL
black-2-white-2,shiny/female,344,claydol,NULL
black-2-white-2,shiny/female,345,lileep,NULL
black-2-white-2,shiny/female,346,cradily,NULL
black-2-white-2,shiny/female,347,anorith,NULL
black-2-white-2,shiny/female,348,armaldo,NULL
black-2-white-2,shiny/female,349,feebas,NULL
black-2-white-2,shiny/female,350,milotic,NULL
black-2-white-2,shiny/female,351,castform,NULL
black-2-white-2,shiny/female,351,castform,sunny
black-2-white-2,shiny/female,351,castform,rainy
black-2-white-2,shiny/female,351,castform,snowy
black-2-white-2,shiny/female,352,kecleon,NULL
black-2-white-2,shiny/female,353,shuppet,NULL
black-2-white-2,shiny/female,354,banette,NULL
black-2-white-2,shiny/female,355,duskull,NULL
black-2-white-2,shiny/female,356,dusclops,NULL
black-2-white-2,shiny/female,357,tropius,NULL
black-2-white-2,shiny/female,358,chimecho,NULL
black-2-white-2,shiny/female,359,absol,NULL
black-2-white-2,shiny/female,360,wynaut,NULL
black-2-white-2,shiny/female,361,snorunt,NULL
black-2-white-2,shiny/female,362,glalie,NULL
black-2-white-2,shiny/female,363,spheal,NULL
black-2-white-2,shiny/female,364,sealeo,NULL
black-2-white-2,shiny/female,365,walrein,NULL
black-2-white-2,shiny/female,366,clamperl,NULL
black-2-white-2,shiny/female,367,huntail,NULL
black-2-white-2,shiny/female,368,gorebyss,NULL
black-2-white-2,shiny/female,369,relicanth,NULL
black-2-white-2,shiny/female,370,luvdisc,NULL
black-2-white-2,shiny/female,371,bagon,NULL
black-2-white-2,shiny/female,372,shelgon,NULL
black-2-white-2,shiny/female,373,salamence,NULL
black-2-white-2,shiny/female,374,beldum,NULL
black-2-white-2,shiny/female,375,metang,NULL
black-2-white-2,shiny/female,376,metagross,NULL
black-2-white-2,shiny/female,377,regirock,NULL
black-2-white-2,shiny/female,378,regice,NULL
black-2-white-2,shiny/female,379,registeel,NULL
black-2-white-2,shiny/female,380,latias,NULL
black-2-white-2,shiny/female,381,latios,NULL
black-2-white-2,shiny/female,382,kyogre,NULL
black-2-white-2,shiny/female,383,groudon,NULL
black-2-white-2,shiny/female,384,rayquaza,NULL
black-2-white-2,shiny/female,385,jirachi,NULL
black-2-white-2,shiny/female,386,deoxys,normal
black-2-white-2,shiny/female,386,deoxys,attack
black-2-white-2,shiny/female,386,deoxys,defense
black-2-white-2,shiny/female,386,deoxys,speed
black-2-white-2,shiny/female,387,turtwig,NULL
black-2-white-2,shiny/female,388,grotle,NULL
black-2-white-2,shiny/female,389,torterra,NULL
black-2-white-2,shiny/female,390,chimchar,NULL
black-2-white-2,shiny/female,391,monferno,NULL
black-2-white-2,shiny/female,392,infernape,NULL
black-2-white-2,shiny/female,393,piplup,NULL
black-2-white-2,shiny/female,394,prinplup,NULL
black-2-white-2,shiny/female,395,empoleon,NULL
black-2-white-2,shiny/female,396,starly,NULL
black-2-white-2,shiny/female,397,staravia,NULL
black-2-white-2,shiny/female,398,staraptor,NULL
black-2-white-2,shiny/female,399,bidoof,NULL
black-2-white-2,shiny/female,400,bibarel,NULL
black-2-white-2,shiny/female,401,kricketot,NULL
black-2-white-2,shiny/female,402,kricketune,NULL
black-2-white-2,shiny/female,403,shinx,NULL
black-2-white-2,shiny/female,404,luxio,NULL
black-2-white-2,shiny/female,405,luxray,NULL
black-2-white-2,shiny/female,406,budew,NULL
black-2-white-2,shiny/female,407,roserade,NULL
black-2-white-2,shiny/female,408,cranidos,NULL
black-2-white-2,shiny/female,409,rampardos,NULL
black-2-white-2,shiny/female,410,shieldon,NULL
black-2-white-2,shiny/female,411,bastiodon,NULL
black-2-white-2,shiny/female,412,burmy,plant
black-2-white-2,shiny/female,412,burmy,sandy
black-2-white-2,shiny/female,412,burmy,trash
black-2-white-2,shiny/female,413,wormadam,plant
black-2-white-2,shiny/female,413,wormadam,sandy
black-2-white-2,shiny/female,413,wormadam,trash
black-2-white-2,shiny/female,414,mothim,plant
black-2-white-2,shiny/female,415,combee,NULL
black-2-white-2,shiny/female,416,vespiquen,NULL
black-2-white-2,shiny/female,417,pachirisu,NULL
black-2-white-2,shiny/female,418,buizel,NULL
black-2-white-2,shiny/female,419,floatzel,NULL
black-2-white-2,shiny/female,420,cherubi,NULL
black-2-white-2,shiny/female,421,cherrim,overcast
black-2-white-2,shiny/female,421,cherrim,sunshine
black-2-white-2,shiny/female,422,shellos,west
black-2-white-2,shiny/female,422,shellos,east
black-2-white-2,shiny/female,423,gastrodon,west
black-2-white-2,shiny/female,423,gastrodon,east
black-2-white-2,shiny/female,424,ambipom,NULL
black-2-white-2,shiny/female,425,drifloon,NULL
black-2-white-2,shiny/female,426,drifblim,NULL
black-2-white-2,shiny/female,427,buneary,NULL
black-2-white-2,shiny/female,428,lopunny,NULL
black-2-white-2,shiny/female,429,mismagius,NULL
black-2-white-2,shiny/female,430,honchkrow,NULL
black-2-white-2,shiny/female,431,glameow,NULL
black-2-white-2,shiny/female,432,purugly,NULL
black-2-white-2,shiny/female,433,chingling,NULL
black-2-white-2,shiny/female,434,stunky,NULL
black-2-white-2,shiny/female,435,skuntank,NULL
black-2-white-2,shiny/female,436,bronzor,NULL
black-2-white-2,shiny/female,437,bronzong,NULL
black-2-white-2,shiny/female,438,bonsly,NULL
black-2-white-2,shiny/female,439,mime-jr,NULL
black-2-white-2,shiny/female,440,happiny,NULL
black-2-white-2,shiny/female,441,chatot,NULL
black-2-white-2,shiny/female,442,spiritomb,NULL
black-2-white-2,shiny/female,443,gible,NULL
black-2-white-2,shiny/female,444,gabite,NULL
black-2-white-2,shiny/female,445,garchomp,NULL
black-2-white-2,shiny/female,446,munchlax,NULL
black-2-white-2,shiny/female,447,riolu,NULL
black-2-white-2,shiny/female,448,lucario,NULL
black-2-white-2,shiny/female,449,hippopotas,NULL
black-2-white-2,shiny/female,450,hippowdon,NULL
black-2-white-2,shiny/female,451,skorupi,NULL
black-2-white-2,shiny/female,452,drapion,NULL
black-2-white-2,shiny/female,453,croagunk,NULL
black-2-white-2,shiny/female,454,toxicroak,NULL
black-2-white-2,shiny/female,455,carnivine,NULL
black-2-white-2,shiny/female,456,finneon,NULL
black-2-white-2,shiny/female,457,lumineon,NULL
black-2-white-2,shiny/female,458,mantyke,NULL
black-2-white-2,shiny/female,459,snover,NULL
black-2-white-2,shiny/female,460,abomasnow,NULL
black-2-white-2,shiny/female,461,weavile,NULL
black-2-white-2,shiny/female,462,magnezone,NULL
black-2-white-2,shiny/female,463,lickilicky,NULL
black-2-white-2,shiny/female,464,rhyperior,NULL
black-2-white-2,shiny/female,465,tangrowth,NULL
black-2-white-2,shiny/female,466,electivire,NULL
black-2-white-2,shiny/female,467,magmortar,NULL
black-2-white-2,shiny/female,468,togekiss,NULL
black-2-white-2,shiny/female,469,yanmega,NULL
black-2-white-2,shiny/female,470,leafeon,NULL
black-2-white-2,shiny/female,471,glaceon,NULL
black-2-white-2,shiny/female,472,gliscor,NULL
black-2-white-2,shiny/female,473,mamoswine,NULL
black-2-white-2,shiny/female,474,porygon-z,NULL
black-2-white-2,shiny/female,475,gallade,NULL
black-2-white-2,shiny/female,476,probopass,NULL
black-2-white-2,shiny/female,477,dusknoir,NULL
black-2-white-2,shiny/female,478,froslass,NULL
black-2-white-2,shiny/female,479,rotom,NULL
black-2-white-2,shiny/female,479,rotom,heat
black-2-white-2,shiny/female,479,rotom,wash
black-2-white-2,shiny/female,479,rotom,frost
black-2-white-2,shiny/female,479,rotom,fan
black-2-white-2,shiny/female,479,rotom,mow
black-2-white-2,shiny/female,480,uxie,NULL
black-2-white-2,shiny/female,481,mesprit,NULL
black-2-white-2,shiny/female,482,azelf,NULL
black-2-white-2,shiny/female,483,dialga,NULL
black-2-white-2,shiny/female,484,palkia,NULL
black-2-white-2,shiny/female,485,heatran,NULL
black-2-white-2,shiny/female,486,regigigas,NULL
black-2-white-2,shiny/female,487,giratina,altered
black-2-white-2,shiny/female,487,giratina,origin
black-2-white-2,shiny/female,488,cresselia,NULL
black-2-white-2,shiny/female,489,phione,NULL
black-2-white-2,shiny/female,490,manaphy,NULL
black-2-white-2,shiny/female,491,darkrai,NULL
black-2-white-2,shiny/female,492,shaymin,land
black-2-white-2,shiny/female,492,shaymin,sky
black-2-white-2,shiny/female,493,arceus,normal
black-2-white-2,shiny/female,493,arceus,bug
black-2-white-2,shiny/female,493,arceus,dark
black-2-white-2,shiny/female,493,arceus,dragon
black-2-white-2,shiny/female,493,arceus,electric
black-2-white-2,shiny/female,493,arceus,fighting
black-2-white-2,shiny/female,493,arceus,fire
black-2-white-2,shiny/female,493,arceus,flying
black-2-white-2,shiny/female,493,arceus,ghost
black-2-white-2,shiny/female,493,arceus,grass
black-2-white-2,shiny/female,493,arceus,ground
black-2-white-2,shiny/female,493,arceus,ice
black-2-white-2,shiny/female,493,arceus,poison
black-2-white-2,shiny/female,493,arceus,psychic
black-2-white-2,shiny/female,493,arceus,rock
black-2-white-2,shiny/female,493,arceus,steel
black-2-white-2,shiny/female,493,arceus,water
black-2-white-2,shiny/female,493,arceus,unknown
black-2-white-2,shiny/female,494,victini,NULL
black-2-white-2,shiny/female,495,snivy,NULL
black-2-white-2,shiny/female,496,servine,NULL
black-2-white-2,shiny/female,497,serperior,NULL
black-2-white-2,shiny/female,498,tepig,NULL
black-2-white-2,shiny/female,499,pignite,NULL
black-2-white-2,shiny/female,500,emboar,NULL
black-2-white-2,shiny/female,501,oshawott,NULL
black-2-white-2,shiny/female,502,dewott,NULL
black-2-white-2,shiny/female,503,samurott,NULL
black-2-white-2,shiny/female,504,patrat,NULL
black-2-white-2,shiny/female,505,watchog,NULL
black-2-white-2,shiny/female,506,lillipup,NULL
black-2-white-2,shiny/female,507,herdier,NULL
black-2-white-2,shiny/female,508,stoutland,NULL
black-2-white-2,shiny/female,509,purrloin,NULL
black-2-white-2,shiny/female,510,liepard,NULL
black-2-white-2,shiny/female,511,pansage,NULL
black-2-white-2,shiny/female,512,simisage,NULL
black-2-white-2,shiny/female,513,pansear,NULL
black-2-white-2,shiny/female,514,simisear,NULL
black-2-white-2,shiny/female,515,panpour,NULL
black-2-white-2,shiny/female,516,simipour,NULL
black-2-white-2,shiny/female,517,munna,NULL
black-2-white-2,shiny/female,518,musharna,NULL
black-2-white-2,shiny/female,519,pidove,NULL
black-2-white-2,shiny/female,520,tranquill,NULL
black-2-white-2,shiny/female,521,unfezant,NULL
black-2-white-2,shiny/female,522,blitzle,NULL
black-2-white-2,shiny/female,523,zebstrika,NULL
black-2-white-2,shiny/female,524,roggenrola,NULL
black-2-white-2,shiny/female,525,boldore,NULL
black-2-white-2,shiny/female,526,gigalith,NULL
black-2-white-2,shiny/female,527,woobat,NULL
black-2-white-2,shiny/female,528,swoobat,NULL
black-2-white-2,shiny/female,529,drilbur,NULL
black-2-white-2,shiny/female,530,excadrill,NULL
black-2-white-2,shiny/female,531,audino,NULL
black-2-white-2,shiny/female,532,timburr,NULL
black-2-white-2,shiny/female,533,gurdurr,NULL
black-2-white-2,shiny/female,534,conkeldurr,NULL
black-2-white-2,shiny/female,535,tympole,NULL
black-2-white-2,shiny/female,536,palpitoad,NULL
black-2-white-2,shiny/female,537,seismitoad,NULL
black-2-white-2,shiny/female,538,throh,NULL
black-2-white-2,shiny/female,539,sawk,NULL
black-2-white-2,shiny/female,540,sewaddle,NULL
black-2-white-2,shiny/female,541,swadloon,NULL
black-2-white-2,shiny/female,542,leavanny,NULL
black-2-white-2,shiny/female,543,venipede,NULL
black-2-white-2,shiny/female,544,whirlipede,NULL
black-2-white-2,shiny/female,545,scolipede,NULL
black-2-white-2,shiny/female,546,cottonee,NULL
black-2-white-2,shiny/female,547,whimsicott,NULL
black-2-white-2,shiny/female,548,petilil,NULL
black-2-white-2,shiny/female,549,lilligant,NULL
black-2-white-2,shiny/female,550,basculin,red-striped
black-2-white-2,shiny/female,550,basculin,blue-striped
black-2-white-2,shiny/female,551,sandile,NULL
black-2-white-2,shiny/female,552,krokorok,NULL
black-2-white-2,shiny/female,553,krookodile,NULL
black-2-white-2,shiny/female,554,darumaka,NULL
black-2-white-2,shiny/female,555,darmanitan,standard
black-2-white-2,shiny/female,555,darmanitan,zen
black-2-white-2,shiny/female,556,maractus,NULL
black-2-white-2,shiny/female,557,dwebble,NULL
black-2-white-2,shiny/female,558,crustle,NULL
black-2-white-2,shiny/female,559,scraggy,NULL
black-2-white-2,shiny/female,560,scrafty,NULL
black-2-white-2,shiny/female,561,sigilyph,NULL
black-2-white-2,shiny/female,562,yamask,NULL
black-2-white-2,shiny/female,563,cofagrigus,NULL
black-2-white-2,shiny/female,564,tirtouga,NULL
black-2-white-2,shiny/female,565,carracosta,NULL
black-2-white-2,shiny/female,566,archen,NULL
black-2-white-2,shiny/female,567,archeops,NULL
black-2-white-2,shiny/female,568,trubbish,NULL
black-2-white-2,shiny/female,569,garbodor,NULL
black-2-white-2,shiny/female,570,zorua,NULL
black-2-white-2,shiny/female,571,zoroark,NULL
black-2-white-2,shiny/female,572,minccino,NULL
black-2-white-2,shiny/female,573,cinccino,NULL
black-2-white-2,shiny/female,574,gothita,NULL
black-2-white-2,shiny/female,575,gothorita,NULL
black-2-white-2,shiny/female,576,gothitelle,NULL
black-2-white-2,shiny/female,577,solosis,NULL
black-2-white-2,shiny/female,578,duosion,NULL
black-2-white-2,shiny/female,579,reuniclus,NULL
black-2-white-2,shiny/female,580,ducklett,NULL
black-2-white-2,shiny/female,581,swanna,NULL
black-2-white-2,shiny/female,582,vanillite,NULL
black-2-white-2,shiny/female,583,vanillish,NULL
black-2-white-2,shiny/female,584,vanilluxe,NULL
black-2-white-2,shiny/female,585,deerling,spring
black-2-white-2,shiny/female,585,deerling,summer
black-2-white-2,shiny/female,585,deerling,autumn
black-2-white-2,shiny/female,585,deerling,winter
black-2-white-2,shiny/female,586,sawsbuck,spring
black-2-white-2,shiny/female,586,sawsbuck,summer
black-2-white-2,shiny/female,586,sawsbuck,autumn
black-2-white-2,shiny/female,586,sawsbuck,winter
black-2-white-2,shiny/female,587,emolga,NULL
black-2-white-2,shiny/female,588,karrablast,NULL
black-2-white-2,shiny/female,589,escavalier,NULL
black-2-white-2,shiny/female,590,foongus,NULL
black-2-white-2,shiny/female,591,amoonguss,NULL
black-2-white-2,shiny/female,592,frillish,NULL
black-2-white-2,shiny/female,593,jellicent,NULL
black-2-white-2,shiny/female,594,alomomola,NULL
black-2-white-2,shiny/female,595,joltik,NULL
black-2-white-2,shiny/female,596,galvantula,NULL
black-2-white-2,shiny/female,597,ferroseed,NULL
black-2-white-2,shiny/female,598,ferrothorn,NULL
black-2-white-2,shiny/female,599,klink,NULL
black-2-white-2,shiny/female,600,klang,NULL
black-2-white-2,shiny/female,601,klinklang,NULL
black-2-white-2,shiny/female,602,tynamo,NULL
black-2-white-2,shiny/female,603,eelektrik,NULL
black-2-white-2,shiny/female,604,eelektross,NULL
black-2-white-2,shiny/female,605,elgyem,NULL
black-2-white-2,shiny/female,606,beheeyem,NULL
black-2-white-2,shiny/female,607,litwick,NULL
black-2-white-2,shiny/female,608,lampent,NULL
black-2-white-2,shiny/female,609,chandelure,NULL
black-2-white-2,shiny/female,610,axew,NULL
black-2-white-2,shiny/female,611,fraxure,NULL
black-2-white-2,shiny/female,612,haxorus,NULL
black-2-white-2,shiny/female,613,cubchoo,NULL
black-2-white-2,shiny/female,614,beartic,NULL
black-2-white-2,shiny/female,615,cryogonal,NULL
black-2-white-2,shiny/female,616,shelmet,NULL
black-2-white-2,shiny/female,617,accelgor,NULL
black-2-white-2,shiny/female,618,stunfisk,NULL
black-2-white-2,shiny/female,619,mienfoo,NULL
black-2-white-2,shiny/female,620,mienshao,NULL
black-2-white-2,shiny/female,621,druddigon,NULL
black-2-white-2,shiny/female,622,golett,NULL
black-2-white-2,shiny/female,623,golurk,NULL
black-2-white-2,shiny/female,624,pawniard,NULL
black-2-white-2,shiny/female,625,bisharp,NULL
black-2-white-2,shiny/female,626,bouffalant,NULL
black-2-white-2,shiny/female,627,rufflet,NULL
black-2-white-2,shiny/female,628,braviary,NULL
black-2-white-2,shiny/female,629,vullaby,NULL
black-2-white-2,shiny/female,630,mandibuzz,NULL
black-2-white-2,shiny/female,631,heatmor,NULL
black-2-white-2,shiny/female,632,durant,NULL
black-2-white-2,shiny/female,633,deino,NULL
black-2-white-2,shiny/female,634,zweilous,NULL
black-2-white-2,shiny/female,635,hydreigon,NULL
black-2-white-2,shiny/female,636,larvesta,NULL
black-2-white-2,shiny/female,637,volcarona,NULL
black-2-white-2,shiny/female,638,cobalion,NULL
black-2-white-2,shiny/female,639,terrakion,NULL
black-2-white-2,shiny/female,640,virizion,NULL
black-2-white-2,shiny/female,641,tornadus,incarnate
black-2-white-2,shiny/female,641,tornadus,therian
black-2-white-2,shiny/female,642,thundurus,incarnate
black-2-white-2,shiny/female,642,thundurus,therian
black-2-white-2,shiny/female,643,reshiram,NULL
black-2-white-2,shiny/female,644,zekrom,NULL
black-2-white-2,shiny/female,645,landorus,incarnate
black-2-white-2,shiny/female,645,landorus,therian
black-2-white-2,shiny/female,646,kyurem,NULL
black-2-white-2,shiny/female,646,kyurem,black
black-2-white-2,shiny/female,646,kyurem,white
black-2-white-2,shiny/female,647,keldeo,ordinary
black-2-white-2,shiny/female,647,keldeo,resolute
black-2-white-2,shiny/female,648,meloetta,aria
black-2-white-2,shiny/female,648,meloetta,pirouette
black-2-white-2,shiny/female,649,genesect,NULL
black-2-white-2,shiny/female,649,genesect,douse
black-2-white-2,shiny/female,649,genesect,shock
black-2-white-2,shiny/female,649,genesect,burn
black-2-white-2,shiny/female,649,genesect,chill
x-y,,172,pichu,spiky-eared
x-y,,414,mothim,plant
x-y,,493,arceus,unknown
x-y,,664,scatterbug,icy-snow
x-y,,665,spewpa,icy-snow
x-y,,720,hoopa,confined
x-y,female,1,bulbasaur,NULL
x-y,female,2,ivysaur,NULL
x-y,female,3,venusaur,mega
x-y,female,4,charmander,NULL
x-y,female,5,charmeleon,NULL
x-y,female,6,charizard,NULL
x-y,female,6,charizard,mega-x
x-y,female,6,charizard,mega-y
x-y,female,7,squirtle,NULL
x-y,female,8,wartortle,NULL
x-y,female,9,blastoise,NULL
x-y,female,9,blastoise,mega
x-y,female,10,caterpie,NULL
x-y,female,11,metapod,NULL
x-y,female,13,weedle,NULL
x-y,female,14,kakuna,NULL
x-y,female,15,beedrill,NULL
x-y,female,16,pidgey,NULL
x-y,female,17,pidgeotto,NULL
x-y,female,18,pidgeot,NULL
x-y,female,21,spearow,NULL
x-y,female,22,fearow,NULL
x-y,female,23,ekans,NULL
x-y,female,24,arbok,NULL
x-y,female,27,sandshrew,NULL
x-y,female,28,sandslash,NULL
x-y,female,29,nidoran-f,NULL
x-y,female,30,nidorina,NULL
x-y,female,31,nidoqueen,NULL
x-y,female,32,nidoran-m,NULL
x-y,female,33,nidorino,NULL
x-y,female,34,nidoking,NULL
x-y,female,35,clefairy,NULL
x-y,female,36,clefable,NULL
x-y,female,37,vulpix,NULL
x-y,female,38,ninetales,NULL
x-y,female,39,jigglypuff,NULL
x-y,female,40,wigglytuff,NULL
x-y,female,43,oddish,NULL
x-y,female,46,paras,NULL
x-y,female,47,parasect,NULL
x-y,female,48,venonat,NULL
x-y,female,49,venomoth,NULL
x-y,female,50,diglett,NULL
x-y,female,51,dugtrio,NULL
x-y,female,52,meowth,NULL
x-y,female,53,persian,NULL
x-y,female,54,psyduck,NULL
x-y,female,55,golduck,NULL
x-y,female,56,mankey,NULL
x-y,female,57,primeape,NULL
x-y,female,58,growlithe,NULL
x-y,female,59,arcanine,NULL
x-y,female,60,poliwag,NULL
x-y,female,61,poliwhirl,NULL
x-y,female,62,poliwrath,NULL
x-y,female,63,abra,NULL
x-y,female,65,alakazam,mega
x-y,female,66,machop,NULL
x-y,female,67,machoke,NULL
x-y,female,68,machamp,NULL
x-y,female,69,bellsprout,NULL
x-y,female,70,weepinbell,NULL
x-y,female,71,victreebel,NULL
x-y,female,72,tentacool,NULL
x-y,female,73,tentacruel,NULL
x-y,female,74,geodude,NULL
x-y,female,75,graveler,NULL
x-y,female,76,golem,NULL
x-y,female,77,ponyta,NULL
x-y,female,78,rapidash,NULL
x-y,female,79,slowpoke,NULL
x-y,female,80,slowbro,NULL
x-y,female,81,magnemite,NULL
x-y,female,82,magneton,NULL
x-y,female,83,farfetchd,NULL
x-y,female,86,seel,NULL
x-y,female,87,dewgong,NULL
x-y,female,88,grimer,NULL
x-y,female,89,muk,NULL
x-y,female,90,shellder,NULL
x-y,female,91,cloyster,NULL
x-y,female,92,gastly,NULL
x-y,female,93,haunter,NULL
x-y,female,94,gengar,NULL
x-y,female,94,gengar,mega
x-y,female,95,onix,NULL
x-y,female,96,drowzee,NULL
x-y,female,98,krabby,NULL
x-y,female,99,kingler,NULL
x-y,female,100,voltorb,NULL
x-y,female,101,electrode,NULL
x-y,female,102,exeggcute,NULL
x-y,female,103,exeggutor,NULL
x-y,female,104,cubone,NULL
x-y,female,105,marowak,NULL
x-y,female,106,hitmonlee,NULL
x-y,female,107,hitmonchan,NULL
x-y,female,108,lickitung,NULL
x-y,female,109,koffing,NULL
x-y,female,110,weezing,NULL
x-y,female,113,chansey,NULL
x-y,female,114,tangela,NULL
x-y,female,115,kangaskhan,NULL
x-y,female,115,kangaskhan,mega
x-y,female,116,horsea,NULL
x-y,female,117,seadra,NULL
x-y,female,120,staryu,NULL
x-y,female,121,starmie,NULL
x-y,female,122,mr-mime,NULL
x-y,female,124,jynx,NULL
x-y,female,125,electabuzz,NULL
x-y,female,126,magmar,NULL
x-y,female,127,pinsir,NULL
x-y,female,127,pinsir,mega
x-y,female,128,tauros,NULL
x-y,female,130,gyarados,mega
x-y,female,131,lapras,NULL
x-y,female,132,ditto,NULL
x-y,female,133,eevee,NULL
x-y,female,134,vaporeon,NULL
x-y,female,135,jolteon,NULL
x-y,female,136,flareon,NULL
x-y,female,137,porygon,NULL
x-y,female,138,omanyte,NULL
x-y,female,139,omastar,NULL
x-y,female,140,kabuto,NULL
x-y,female,141,kabutops,NULL
x-y,female,142,aerodactyl,NULL
x-y,female,142,aerodactyl,mega
x-y,female,143,snorlax,NULL
x-y,female,144,articuno,NULL
x-y,female,145,zapdos,NULL
x-y,female,146,moltres,NULL
x-y,female,147,dratini,NULL
x-y,female,148,dragonair,NULL
x-y,female,149,dragonite,NULL
x-y,female,150,mewtwo,NULL
x-y,female,150,mewtwo,mega-x
x-y,female,150,mewtwo,mega-y
x-y,female,151,mew,NULL
x-y,female,152,chikorita,NULL
x-y,female,153,bayleef,NULL
x-y,female,155,cyndaquil,NULL
x-y,female,156,quilava,NULL
x-y,female,157,typhlosion,NULL
x-y,female,158,totodile,NULL
x-y,female,159,croconaw,NULL
x-y,female,160,feraligatr,NULL
x-y,female,161,sentret,NULL
x-y,female,162,furret,NULL
x-y,female,163,hoothoot,NULL
x-y,female,164,noctowl,NULL
x-y,female,167,spinarak,NULL
x-y,female,168,ariados,NULL
x-y,female,169,crobat,NULL
x-y,female,170,chinchou,NULL
x-y,female,171,lanturn,NULL
x-y,female,172,pichu,NULL
x-y,female,172,pichu,spiky-eared
x-y,female,173,cleffa,NULL
x-y,female,174,igglybuff,NULL
x-y,female,175,togepi,NULL
x-y,female,176,togetic,NULL
x-y,female,177,natu,NULL
x-y,female,179,mareep,NULL
x-y,female,180,flaaffy,NULL
x-y,female,181,ampharos,NULL
x-y,female,181,ampharos,mega
x-y,female,182,bellossom,NULL
x-y,female,183,marill,NULL
x-y,female,184,azumarill,NULL
x-y,female,187,hoppip,NULL
x-y,female,188,skiploom,NULL
x-y,female,189,jumpluff,NULL
x-y,female,191,sunkern,NULL
x-y,female,192,sunflora,NULL
x-y,female,193,yanma,NULL
x-y,female,196,espeon,NULL
x-y,female,197,umbreon,NULL
x-y,female,199,slowking,NULL
x-y,female,200,misdreavus,NULL
x-y,female,201,unown,a
x-y,female,201,unown,b
x-y,female,201,unown,c
x-y,female,201,unown,d
x-y,female,201,unown,e
x-y,female,201,unown,f
x-y,female,201,unown,g
x-y,female,201,unown,h
x-y,female,201,unown,i
x-y,female,201,unown,j
x-y,female,201,unown,k
x-y,female,201,unown,l
x-y,female,201,unown,m
x-y,female,201,unown,n
x-y,female,201,unown,o
x-y,female,201,unown,p
x-y,female,201,unown,q
x-y,female,201,unown,r
x-y,female,201,unown,s
x-y,female,201,unown,t
x-y,female,201,unown,u
x-y,female,201,unown,v
x-y,female,201,unown,w
x-y,female,201,unown,x
x-y,female,201,unown,y
x-y,female,201,unown,z
x-y,female,201,unown,exclamation
x-y,female,201,unown,question
x-y,female,204,pineco,NULL
x-y,female,205,forretress,NULL
x-y,female,206,dunsparce,NULL
x-y,female,209,snubbull,NULL
x-y,female,210,granbull,NULL
x-y,female,211,qwilfish,NULL
x-y,female,212,scizor,mega
x-y,female,213,shuckle,NULL
x-y,female,214,heracross,mega
x-y,female,216,teddiursa,NULL
x-y,female,218,slugma,NULL
x-y,female,219,magcargo,NULL
x-y,female,220,swinub,NULL
x-y,female,222,corsola,NULL
x-y,female,223,remoraid,NULL
x-y,female,225,delibird,NULL
x-y,female,226,mantine,NULL
x-y,female,227,skarmory,NULL
x-y,female,228,houndour,NULL
x-y,female,229,houndoom,mega
x-y,female,230,kingdra,NULL
x-y,female,231,phanpy,NULL
x-y,female,233,porygon2,NULL
x-y,female,234,stantler,NULL
x-y,female,235,smeargle,NULL
x-y,female,236,tyrogue,NULL
x-y,female,237,hitmontop,NULL
x-y,female,238,smoochum,NULL
x-y,female,239,elekid,NULL
x-y,female,240,magby,NULL
x-y,female,241,miltank,NULL
x-y,female,242,blissey,NULL
x-y,female,243,raikou,NULL
