id,version,location,area,method,species,pokemon,level,chance,conditions,note
86256,pearl,turnback-cave,pillar-3,walk,bronzong,bronzong,55-56,31,,
86261,pearl,turnback-cave,pillar-3,walk,golbat,golbat,55-56,30,,
86266,pearl,turnback-cave,pillar-3,walk,haunter,haunter,54-56,10,,
86271,pearl,turnback-cave,pillar-3,walk,lunatone,lunatone,54-56,4,slot2/slot2-sapphire,
86276,pearl,turnback-cave,pillar-3,walk,solrock,solrock,54-56,4,slot2/slot2-ruby,
86281,pearl,turnback-cave,pillar-3,walk,bronzor,bronzor,54,4,slot2/slot2-leafgreen,
86286,pearl,turnback-cave,pillar-3,walk,bronzor,bronzor,54,4,slot2/slot2-none,
86291,pearl,turnback-cave,pillar-3,walk,bronzor,bronzor,54,4,slot2/slot2-emerald,
86296,pearl,turnback-cave,pillar-3,walk,bronzor,bronzor,54,4,slot2/slot2-firered,
86301,pearl,turnback-cave,pillar-3,walk,bronzong,bronzong,56,4,slot2/slot2-none,
86306,pearl,turnback-cave,pillar-3,walk,bronzong,bronzong,56,4,slot2/slot2-firered,
86311,pearl,turnback-cave,pillar-3,walk,bronzong,bronzong,56,4,slot2/slot2-emerald,
86316,pearl,turnback-cave,pillar-3,walk,bronzong,bronzong,56,4,slot2/slot2-leafgreen,
86321,pearl,turnback-cave,pillar-3,walk,bronzor,bronzor,54,1,,
86326,pearl,twinleaf-town,whole-area,old-rod,magikarp,magikarp,3-10,100,,
86331,pearl,twinleaf-town,whole-area,good-rod,magikarp,magikarp,10-25,55,,
86336,pearl,twinleaf-town,whole-area,good-rod,goldeen,goldeen,10-25,45,,
86341,pearl,twinleaf-town,whole-area,super-rod,gyarados,gyarados,30-55,55,,
86346,pearl,twinleaf-town,whole-area,super-rod,seaking,seaking,20-50,45,,
86351,pearl,twinleaf-town,whole-area,surf,psyduck,psyduck,20-40,90,,
86356,pearl,twinleaf-town,whole-area,surf,golduck,golduck,20-40,10,,
86361,pearl,valley-windworks,whole-area,walk,electrike,electrike,7,40,swarm/swarm-yes,
86366,pearl,valley-windworks,whole-area,walk,pachirisu,pachirisu,7,20,swarm/swarm-no,
86371,pearl,valley-windworks,whole-area,walk,buizel,buizel,7,20,swarm/swarm-no,
86376,pearl,valley-windworks,whole-area,walk,shellos,shellos,8-9,15,,
86381,pearl,valley-windworks,whole-area,walk,mareep,mareep,7-9,12,radar/radar-on,
86386,pearl,valley-windworks,whole-area,walk,shellos,shellos,7-9,11,radar/radar-off,
86391,pearl,valley-windworks,whole-area,walk,bidoof,bidoof,8,10,radar/radar-off,
86396,pearl,valley-windworks,whole-area,walk,buizel,buizel,8,10,,
86401,pearl,valley-windworks,whole-area,walk,elekid,elekid,9,8,slot2/slot2-firered,
86406,pearl,valley-windworks,whole-area,walk,pachirisu,pachirisu,8,5,,
86411,pearl,valley-windworks,whole-area,walk,buizel,buizel,9,4,slot2/slot2-emerald,
86416,pearl,valley-windworks,whole-area,walk,buizel,buizel,9,4,slot2/slot2-sapphire,
86421,pearl,valley-windworks,whole-area,walk,buizel,buizel,9,4,slot2/slot2-leafgreen,
86426,pearl,valley-windworks,whole-area,walk,buizel,buizel,9,4,slot2/slot2-none,
86431,pearl,valley-windworks,whole-area,walk,buizel,buizel,9,4,slot2/slot2-ruby,
86436,pearl,valley-windworks,whole-area,walk,shellos,shellos,9,4,slot2/slot2-none,
86441,pearl,valley-windworks,whole-area,walk,shellos,shellos,9,4,slot2/slot2-ruby,
86446,pearl,valley-windworks,whole-area,walk,shellos,shellos,9,4,slot2/slot2-leafgreen,
86451,pearl,valley-windworks,whole-area,walk,shellos,shellos,9,4,slot2/slot2-emerald,
86456,pearl,valley-windworks,whole-area,walk,shellos,shellos,9,4,slot2/slot2-sapphire,
86461,pearl,valley-windworks,whole-area,walk,buizel,buizel,9,1,radar/radar-off,
86466,pearl,valley-windworks,whole-area,old-rod,magikarp,magikarp,3-10,100,,
86471,pearl,valley-windworks,whole-area,good-rod,magikarp,magikarp,10-25,55,,
86476,pearl,valley-windworks,whole-area,good-rod,finneon,finneon,10-25,45,,
86481,pearl,valley-windworks,whole-area,super-rod,lumineon,lumineon,30-50,45,,
86486,pearl,valley-windworks,whole-area,super-rod,gyarados,gyarados,30-40,40,,
86491,pearl,valley-windworks,whole-area,super-rod,shellder,shellder,20-40,15,,
86496,pearl,valley-windworks,whole-area,surf,tentacool,tentacool,20-30,60,,
86501,pearl,valley-windworks,whole-area,surf,wingull,wingull,20-30,30,,
86506,pearl,valley-windworks,whole-area,surf,tentacruel,tentacruel,20-40,5,,
86511,pearl,valley-windworks,whole-area,surf,pelipper,pelipper,20-40,5,,
86516,pearl,valor-lakefront,whole-area,walk,geodude,geodude,20,20,,
86521,pearl,valor-lakefront,whole-area,walk,girafarig,girafarig,21,20,,
86526,pearl,valor-lakefront,whole-area,walk,kricketune,kricketune,21,20,time/time-night,
86531,pearl,valor-lakefront,whole-area,walk,bibarel,bibarel,21-22,11,radar/radar-off,
86536,pearl,valor-lakefront,whole-area,walk,nidorino,nidorino,21-22,10,radar/radar-on,
86541,pearl,valor-lakefront,whole-area,walk,graveler,graveler,21,10,time/time-morning,
86546,pearl,valor-lakefront,whole-area,walk,graveler,graveler,21,10,time/time-day,
86551,pearl,valor-lakefront,whole-area,walk,girafarig,girafarig,22,10,radar/radar-off,
86556,pearl,valor-lakefront,whole-area,walk,staravia,staravia,21,10,time/time-day,
86561,pearl,valor-lakefront,whole-area,walk,staravia,staravia,21,10,time/time-morning,
86566,pearl,valor-lakefront,whole-area,walk,staravia,staravia,22,5,,
86571,pearl,valor-lakefront,whole-area,walk,kricketune,kricketune,22,5,,
86576,pearl,valor-lakefront,whole-area,walk,graveler,graveler,22,4,,
86581,pearl,valor-lakefront,whole-area,walk,bibarel,bibarel,22,4,,
86586,pearl,valor-lakefront,whole-area,walk,nidorina,nidorina,22,2,radar/radar-on,
86591,pearl,valor-lakefront,whole-area,walk,graveler,graveler,22,1,radar/radar-off,
86596,pearl,wayward-cave,1f,walk,bronzor,bronzor,14-16,40,,
86601,pearl,wayward-cave,1f,walk,zubat,zubat,14-16,21,,
86606,pearl,wayward-cave,1f,walk,geodude,geodude,15-16,11,,
86611,pearl,wayward-cave,1f,walk,sandshrew,sandshrew,16,8,slot2/slot2-leafgreen,
86616,pearl,wayward-cave,1f,walk,zubat,zubat,16,4,slot2/slot2-sapphire,
86621,pearl,wayward-cave,1f,walk,zubat,zubat,16,4,slot2/slot2-firered,
86626,pearl,wayward-cave,1f,walk,zubat,zubat,16,4,slot2/slot2-emerald,
86631,pearl,wayward-cave,1f,walk,zubat,zubat,16,4,slot2/slot2-none,
86636,pearl,wayward-cave,1f,walk,zubat,zubat,16,4,slot2/slot2-ruby,
86641,pearl,wayward-cave,1f,walk,geodude,geodude,16,4,slot2/slot2-sapphire,
86646,pearl,wayward-cave,1f,walk,geodude,geodude,16,4,slot2/slot2-none,
86651,pearl,wayward-cave,1f,walk,geodude,geodude,16,4,slot2/slot2-firered,
86656,pearl,wayward-cave,1f,walk,geodude,geodude,16,4,slot2/slot2-ruby,
86661,pearl,wayward-cave,1f,walk,geodude,geodude,16,4,slot2/slot2-emerald,
86666,pearl,wayward-cave,b1f,walk,bronzor,bronzor,15-17,40,,
86671,pearl,wayward-cave,b1f,walk,zubat,zubat,15-17,31,,
86676,pearl,wayward-cave,b1f,walk,gible,gible,15-17,11,,
86681,pearl,wayward-cave,b1f,walk,geodude,geodude,16,10,,
86686,pearl,wayward-cave,b1f,walk,sandshrew,sandshrew,16-17,4,slot2/slot2-leafgreen,
86691,pearl,wayward-cave,b1f,walk,zubat,zubat,17,4,slot2/slot2-emerald,
86696,pearl,wayward-cave,b1f,walk,zubat,zubat,17,4,slot2/slot2-sapphire,
86701,pearl,wayward-cave,b1f,walk,zubat,zubat,17,4,slot2/slot2-ruby,
86706,pearl,wayward-cave,b1f,walk,zubat,zubat,17,4,slot2/slot2-firered,
86711,pearl,wayward-cave,b1f,walk,zubat,zubat,17,4,slot2/slot2-none,
86716,pearl,wayward-cave,b1f,walk,gible,gible,16,4,slot2/slot2-none,
86721,pearl,wayward-cave,b1f,walk,gible,gible,16,4,slot2/slot2-firered,
86726,pearl,wayward-cave,b1f,walk,gible,gible,16,4,slot2/slot2-emerald,
86731,pearl,wayward-cave,b1f,walk,gible,gible,16,4,slot2/slot2-sapphire,
86736,pearl,wayward-cave,b1f,walk,gible,gible,16,4,slot2/slot2-ruby,
86741,platinum,acuity-lakefront,whole-area,walk,swinub,swinub,32-34,35,,
86746,platinum,acuity-lakefront,whole-area,walk,snover,snover,33-35,26,,
86751,platinum,acuity-lakefront,whole-area,walk,sneasel,sneasel,35,11,,
86756,platinum,acuity-lakefront,whole-area,walk,sneasel,sneasel,33,10,time/time-day,
86761,platinum,acuity-lakefront,whole-area,walk,sneasel,sneasel,33,10,time/time-morning,
86766,platinum,acuity-lakefront,whole-area,walk,snorunt,snorunt,32-33,10,time/time-night,
86771,platinum,acuity-lakefront,whole-area,walk,snover,snover,32,10,time/time-day,
86776,platinum,acuity-lakefront,whole-area,walk,snover,snover,32,10,time/time-morning,
86781,platinum,acuity-lakefront,whole-area,walk,ursaring,ursaring,35,8,slot2/slot2-emerald,
86786,platinum,acuity-lakefront,whole-area,walk,sneasel,sneasel,35,4,slot2/slot2-firered,
86791,platinum,acuity-lakefront,whole-area,walk,sneasel,sneasel,35,4,slot2/slot2-leafgreen,
86796,platinum,acuity-lakefront,whole-area,walk,sneasel,sneasel,35,4,slot2/slot2-ruby,
86801,platinum,acuity-lakefront,whole-area,walk,sneasel,sneasel,35,4,slot2/slot2-sapphire,
86806,platinum,acuity-lakefront,whole-area,walk,sneasel,sneasel,35,4,slot2/slot2-none,
86811,platinum,acuity-lakefront,whole-area,walk,snover,snover,35,4,slot2/slot2-none,
86816,platinum,acuity-lakefront,whole-area,walk,snover,snover,35,4,slot2/slot2-sapphire,
86821,platinum,acuity-lakefront,whole-area,walk,snover,snover,35,4,slot2/slot2-leafgreen,
86826,platinum,acuity-lakefront,whole-area,walk,snover,snover,35,4,slot2/slot2-firered,
86831,platinum,acuity-lakefront,whole-area,walk,snover,snover,35,4,slot2/slot2-ruby,
86836,platinum,canalave-city,whole-area,old-rod,magikarp,magikarp,3-15,100,,
86841,platinum,canalave-city,whole-area,good-rod,magikarp,magikarp,10-25,55,,
86846,platinum,canalave-city,whole-area,good-rod,finneon,finneon,10-25,45,,
86851,platinum,canalave-city,whole-area,super-rod,lumineon,lumineon,30-55,45,,
86856,platinum,canalave-city,whole-area,super-rod,gyarados,gyarados,30-55,40,,
86861,platinum,canalave-city,whole-area,super-rod,staryu,staryu,20-50,15,,
86866,platinum,canalave-city,whole-area,surf,tentacool,tentacool,20-30,60,,
86871,platinum,canalave-city,whole-area,surf,shellos,shellos,20-30,30,,
86876,platinum,canalave-city,whole-area,surf,tentacruel,tentacruel,20-40,9,,
86881,platinum,canalave-city,whole-area,surf,gastrodon,gastrodon,20-40,1,,
86886,platinum,celestic-town,whole-area,old-rod,magikarp,magikarp,3-15,100,,
86891,platinum,celestic-town,whole-area,good-rod,magikarp,magikarp,10-25,55,,
86896,platinum,celestic-town,whole-area,good-rod,goldeen,goldeen,15-35,45,,
86901,platinum,celestic-town,whole-area,super-rod,gyarados,gyarados,30-55,40,,
86906,platinum,celestic-town,whole-area,super-rod,corphish,corphish,30-40,40,,
86911,platinum,celestic-town,whole-area,super-rod,crawdaunt,crawdaunt,40-55,15,,
86916,platinum,celestic-town,whole-area,super-rod,seaking,seaking,40-55,5,,
86921,platinum,celestic-town,whole-area,surf,psyduck,psyduck,20-30,90,,
86926,platinum,celestic-town,whole-area,surf,golduck,golduck,20-40,10,,
86931,platinum,eterna-city,west-gate,gift-egg,togepi,togepi,1,,,
86936,platinum,eterna-city,whole-area,old-rod,magikarp,magikarp,3-15,100,,
86941,platinum,eterna-city,whole-area,good-rod,magikarp,magikarp,10-25,55,,
86946,platinum,eterna-city,whole-area,good-rod,barboach,barboach,10-25,45,,
86951,platinum,eterna-city,whole-area,super-rod,gyarados,gyarados,30-55,55,,
86956,platinum,eterna-city,whole-area,super-rod,whiscash,whiscash,30-55,45,,
86961,platinum,eterna-city,whole-area,surf,psyduck,psyduck,20-30,90,,
86966,platinum,eterna-city,whole-area,surf,golduck,golduck,20-40,10,,
86971,platinum,eterna-forest,whole-area,walk,slakoth,slakoth,10-11,20,swarm/swarm-yes,
86976,platinum,eterna-forest,whole-area,walk,budew,budew,10,20,swarm/swarm-no,
86981,platinum,eterna-forest,whole-area,walk,buneary,buneary,11,20,swarm/swarm-no,
86986,platinum,eterna-forest,whole-area,walk,nincada,nincada,11-14,12,radar/radar-on,
86991,platinum,eterna-forest,whole-area,walk,hoothoot,hoothoot,12,10,time/time-night,
86996,platinum,eterna-forest,whole-area,walk,wurmple,wurmple,10,10,time/time-morning,
87001,platinum,eterna-forest,whole-area,walk,wurmple,wurmple,10,10,time/time-day,
87006,platinum,eterna-forest,whole-area,walk,budew,budew,11,10,radar/radar-off,
87011,platinum,eterna-forest,whole-area,walk,budew,budew,12,10,time/time-day,
87016,platinum,eterna-forest,whole-area,walk,bidoof,bidoof,12,10,radar/radar-off,
87021,platinum,eterna-forest,whole-area,walk,kricketot,kricketot,10,10,time/time-night,
87026,platinum,eterna-forest,whole-area,walk,kricketot,kricketot,12,10,time/time-morning,
87031,platinum,eterna-forest,whole-area,walk,pineco,pineco,13,8,slot2/slot2-emerald,
87036,platinum,eterna-forest,whole-area,walk,seedot,seedot,13,8,slot2/slot2-ruby,
87041,platinum,eterna-forest,whole-area,walk,silcoon,silcoon,12,5,,
87046,platinum,eterna-forest,whole-area,walk,cascoon,cascoon,12,5,,
87051,platinum,eterna-forest,whole-area,walk,caterpie,caterpie,13,4,slot2/slot2-firered,
87056,platinum,eterna-forest,whole-area,walk,metapod,metapod,13,4,slot2/slot2-firered,
87061,platinum,eterna-forest,whole-area,walk,weedle,weedle,13,4,slot2/slot2-leafgreen,
87066,platinum,eterna-forest,whole-area,walk,kakuna,kakuna,13,4,slot2/slot2-leafgreen,
87071,platinum,eterna-forest,whole-area,walk,gastly,gastly,13,4,slot2/slot2-sapphire,
87076,platinum,eterna-forest,whole-area,walk,gastly,gastly,13,4,slot2/slot2-none,
87081,platinum,eterna-forest,whole-area,walk,buneary,buneary,13,4,slot2/slot2-none,
87086,platinum,eterna-forest,whole-area,walk,buneary,buneary,13,4,slot2/slot2-sapphire,
87091,platinum,eterna-forest,whole-area,walk,beautifly,beautifly,14,1,radar/radar-off,
87096,platinum,eterna-forest,whole-area,walk,dustox,dustox,14,1,radar/radar-off,
87101,platinum,fuego-ironworks,whole-area,walk,magnemite,magnemite,28-30,25,,
87106,platinum,fuego-ironworks,whole-area,walk,aron,aron,30-31,22,radar/radar-on,
87111,platinum,fuego-ironworks,whole-area,walk,magmar,magmar,28,20,,
87116,platinum,fuego-ironworks,whole-area,walk,floatzel,floatzel,29-31,14,,
87121,platinum,fuego-ironworks,whole-area,walk,floatzel,floatzel,30-31,11,radar/radar-off,
87126,platinum,fuego-ironworks,whole-area,walk,gastrodon,gastrodon,30-31,11,radar/radar-off,
87131,platinum,fuego-ironworks,whole-area,walk,magmar,magmar,29,10,time/time-morning,
87136,platinum,fuego-ironworks,whole-area,walk,magmar,magmar,29,10,time/time-day,
87141,platinum,fuego-ironworks,whole-area,walk,gastrodon,gastrodon,29,10,time/time-night,
87146,platinum,fuego-ironworks,whole-area,walk,gastrodon,gastrodon,31,4,,
87151,platinum,fuego-ironworks,whole-area,old-rod,magikarp,magikarp,3-15,100,,
87156,platinum,fuego-ironworks,whole-area,good-rod,magikarp,magikarp,10-25,55,,
87161,platinum,fuego-ironworks,whole-area,good-rod,finneon,finneon,10-25,45,,
87166,platinum,fuego-ironworks,whole-area,super-rod,lumineon,lumineon,30-55,45,,
87171,platinum,fuego-ironworks,whole-area,super-rod,gyarados,gyarados,30-55,40,,
87176,platinum,fuego-ironworks,whole-area,super-rod,shellder,shellder,20-50,15,,
87181,platinum,fuego-ironworks,whole-area,surf,tentacool,tentacool,20-30,60,,
87186,platinum,fuego-ironworks,whole-area,surf,shellos,shellos,20-30,30,,
87191,platinum,fuego-ironworks,whole-area,surf,tentacruel,tentacruel,20-40,9,,
87196,platinum,fuego-ironworks,whole-area,surf,gastrodon,gastrodon,20-40,1,,
87201,platinum,great-marsh,area-1,walk,wooper,wooper,28-30,40,,
87206,platinum,great-marsh,area-1,walk,bibarel,bibarel,28,20,,
87211,platinum,great-marsh,area-1,walk,noctowl,noctowl,28-30,10,time/time-night,
87216,platinum,great-marsh,area-1,walk,quagsire,quagsire,30,10,,
87221,platinum,great-marsh,area-1,walk,tropius,tropius,28-30,10,time/time-morning,
87226,platinum,great-marsh,area-1,walk,tropius,tropius,28-30,10,time/time-day,
87231,platinum,great-marsh,area-1,walk,arbok,arbok,30,8,slot2/slot2-firered,
87236,platinum,great-marsh,area-1,walk,tangela,tangela,30,4,slot2/slot2-none,
87241,platinum,great-marsh,area-1,walk,tangela,tangela,30,4,slot2/slot2-sapphire,
87246,platinum,great-marsh,area-1,walk,tangela,tangela,30,4,slot2/slot2-leafgreen,
87251,platinum,great-marsh,area-1,walk,tangela,tangela,30,4,slot2/slot2-ruby,
87256,platinum,great-marsh,area-1,walk,tangela,tangela,30,4,slot2/slot2-emerald,
87261,platinum,great-marsh,area-1,walk,yanma,yanma,30,4,slot2/slot2-none,
87266,platinum,great-marsh,area-1,walk,yanma,yanma,30,4,slot2/slot2-leafgreen,
87271,platinum,great-marsh,area-1,walk,yanma,yanma,30,4,slot2/slot2-emerald,
87276,platinum,great-marsh,area-1,walk,yanma,yanma,30,4,slot2/slot2-ruby,
87281,platinum,great-marsh,area-1,walk,yanma,yanma,30,4,slot2/slot2-sapphire,
87286,platinum,great-marsh,area-1,walk,tangela,tangela,31,1,,
87291,platinum,great-marsh,area-1,walk,yanma,yanma,31,1,,
87296,platinum,great-marsh,area-1,old-rod,magikarp,magikarp,3-15,100,,
87301,platinum,great-marsh,area-1,good-rod,magikarp,magikarp,10-25,55,,
87306,platinum,great-marsh,area-1,good-rod,barboach,barboach,10-25,45,,
87311,platinum,great-marsh,area-1,super-rod,carvanha,carvanha,30-55,45,,
87316,platinum,great-marsh,area-1,super-rod,gyarados,gyarados,30-55,40,,
87321,platinum,great-marsh,area-1,super-rod,whiscash,whiscash,20-50,15,,
87326,platinum,great-marsh,area-1,surf,wooper,wooper,20-30,90,,
87331,platinum,great-marsh,area-1,surf,quagsire,quagsire,20-40,10,,
87336,platinum,great-marsh,area-2,walk,wooper,wooper,28-30,40,,
87341,platinum,great-marsh,area-2,walk,bibarel,bibarel,28,20,,
87346,platinum,great-marsh,area-2,walk,noctowl,noctowl,28-30,10,time/time-night,
87351,platinum,great-marsh,area-2,walk,quagsire,quagsire,30,10,,
87356,platinum,great-marsh,area-2,walk,tropius,tropius,28-30,10,time/time-morning,
87361,platinum,great-marsh,area-2,walk,tropius,tropius,28-30,10,time/time-day,
87366,platinum,great-marsh,area-2,walk,arbok,arbok,30,8,slot2/slot2-firered,
87371,platinum,great-marsh,area-2,walk,tangela,tangela,30,4,slot2/slot2-leafgreen,
87376,platinum,great-marsh,area-2,walk,tangela,tangela,30,4,slot2/slot2-none,
87381,platinum,great-marsh,area-2,walk,tangela,tangela,30,4,slot2/slot2-ruby,
87386,platinum,great-marsh,area-2,walk,tangela,tangela,30,4,slot2/slot2-emerald,
87391,platinum,great-marsh,area-2,walk,tangela,tangela,30,4,slot2/slot2-sapphire,
87396,platinum,great-marsh,area-2,walk,yanma,yanma,30,4,slot2/slot2-sapphire,
87401,platinum,great-marsh,area-2,walk,yanma,yanma,30,4,slot2/slot2-none,
87406,platinum,great-marsh,area-2,walk,yanma,yanma,30,4,slot2/slot2-ruby,
87411,platinum,great-marsh,area-2,walk,yanma,yanma,30,4,slot2/slot2-emerald,
87416,platinum,great-marsh,area-2,walk,yanma,yanma,30,4,slot2/slot2-leafgreen,
87421,platinum,great-marsh,area-2,walk,tangela,tangela,31,1,,
87426,platinum,great-marsh,area-2,walk,yanma,yanma,31,1,,
87431,platinum,great-marsh,area-2,old-rod,magikarp,magikarp,3-15,100,,
87436,platinum,great-marsh,area-2,good-rod,magikarp,magikarp,10-25,55,,
87441,platinum,great-marsh,area-2,good-rod,barboach,barboach,10-25,45,,
87446,platinum,great-marsh,area-2,super-rod,carvanha,carvanha,30-55,45,,
87451,platinum,great-marsh,area-2,super-rod,gyarados,gyarados,30-55,40,,
87456,platinum,great-marsh,area-2,super-rod,whiscash,whiscash,20-50,15,,
87461,platinum,great-marsh,area-2,surf,wooper,wooper,20-30,90,,
87466,platinum,great-marsh,area-2,surf,quagsire,quagsire,20-40,10,,
87471,platinum,great-marsh,area-3,walk,wooper,wooper,27-29,25,,
87476,platinum,great-marsh,area-3,walk,bibarel,bibarel,27,20,,
87481,platinum,great-marsh,area-3,walk,tangela,tangela,28-30,11,,
87486,platinum,great-marsh,area-3,walk,tangela,tangela,27,10,time/time-morning,
87491,platinum,great-marsh,area-3,walk,tangela,tangela,27,10,time/time-day,
87496,platinum,great-marsh,area-3,walk,hoothoot,hoothoot,27,10,time/time-night,
87501,platinum,great-marsh,area-3,walk,noctowl,noctowl,28,10,time/time-night,
87506,platinum,great-marsh,area-3,walk,quagsire,quagsire,29,10,,
87511,platinum,great-marsh,area-3,walk,bibarel,bibarel,28,10,time/time-day,
87516,platinum,great-marsh,area-3,walk,bibarel,bibarel,28,10,time/time-morning,
87521,platinum,great-marsh,area-3,walk,arbok,arbok,29,8,slot2/slot2-firered,
87526,platinum,great-marsh,area-3,walk,tangela,tangela,29,4,slot2/slot2-ruby,
87531,platinum,great-marsh,area-3,walk,tangela,tangela,29,4,slot2/slot2-leafgreen,
87536,platinum,great-marsh,area-3,walk,tangela,tangela,29,4,slot2/slot2-sapphire,
87541,platinum,great-marsh,area-3,walk,tangela,tangela,29,4,slot2/slot2-emerald,
87546,platinum,great-marsh,area-3,walk,tangela,tangela,29,4,slot2/slot2-none,
87551,platinum,great-marsh,area-3,walk,yanma,yanma,29,4,slot2/slot2-emerald,
87556,platinum,great-marsh,area-3,walk,yanma,yanma,29,4,slot2/slot2-none,
87561,platinum,great-marsh,area-3,walk,yanma,yanma,29,4,slot2/slot2-ruby,
87566,platinum,great-marsh,area-3,walk,yanma,yanma,29,4,slot2/slot2-leafgreen,
87571,platinum,great-marsh,area-3,walk,yanma,yanma,29,4,slot2/slot2-sapphire,
87576,platinum,great-marsh,area-3,walk,yanma,yanma,30,1,,
87581,platinum,great-marsh,area-3,old-rod,magikarp,magikarp,3-15,100,,
87586,platinum,great-marsh,area-3,good-rod,magikarp,magikarp,10-25,55,,
87591,platinum,great-marsh,area-3,good-rod,barboach,barboach,10-25,45,,
87596,platinum,great-marsh,area-3,super-rod,carvanha,carvanha,30-55,45,,
87601,platinum,great-marsh,area-3,super-rod,gyarados,gyarados,30-55,40,,
87606,platinum,great-marsh,area-3,super-rod,whiscash,whiscash,20-50,15,,
87611,platinum,great-marsh,area-3,surf,wooper,wooper,20-30,90,,
87616,platinum,great-marsh,area-3,surf,quagsire,quagsire,20-40,10,,
87621,platinum,great-marsh,area-4,walk,wooper,wooper,27-29,25,,
87626,platinum,great-marsh,area-4,walk,bibarel,bibarel,27,20,,
87631,platinum,great-marsh,area-4,walk,tangela,tangela,28-30,11,,
87636,platinum,great-marsh,area-4,walk,tangela,tangela,27,10,time/time-day,
87641,platinum,great-marsh,area-4,walk,tangela,tangela,27,10,time/time-morning,
87646,platinum,great-marsh,area-4,walk,hoothoot,hoothoot,27,10,time/time-night,
87651,platinum,great-marsh,area-4,walk,noctowl,noctowl,28,10,time/time-night,
87656,platinum,great-marsh,area-4,walk,quagsire,quagsire,29,10,,
87661,platinum,great-marsh,area-4,walk,bibarel,bibarel,28,10,time/time-morning,
87666,platinum,great-marsh,area-4,walk,bibarel,bibarel,28,10,time/time-day,
87671,platinum,great-marsh,area-4,walk,arbok,arbok,29,8,slot2/slot2-firered,
87676,platinum,great-marsh,area-4,walk,tangela,tangela,29,4,slot2/slot2-leafgreen,
87681,platinum,great-marsh,area-4,walk,tangela,tangela,29,4,slot2/slot2-none,
87686,platinum,great-marsh,area-4,walk,tangela,tangela,29,4,slot2/slot2-ruby,
87691,platinum,great-marsh,area-4,walk,tangela,tangela,29,4,slot2/slot2-emerald,
87696,platinum,great-marsh,area-4,walk,tangela,tangela,29,4,slot2/slot2-sapphire,
87701,platinum,great-marsh,area-4,walk,yanma,yanma,29,4,slot2/slot2-none,
87706,platinum,great-marsh,area-4,walk,yanma,yanma,29,4,slot2/slot2-sapphire,
87711,platinum,great-marsh,area-4,walk,yanma,yanma,29,4,slot2/slot2-emerald,
87716,platinum,great-marsh,area-4,walk,yanma,yanma,29,4,slot2/slot2-ruby,
87721,platinum,great-marsh,area-4,walk,yanma,yanma,29,4,slot2/slot2-leafgreen,
87726,platinum,great-marsh,area-4,walk,yanma,yanma,30,1,,
87731,platinum,great-marsh,area-4,old-rod,magikarp,magikarp,3-15,100,,
87736,platinum,great-marsh,area-4,good-rod,magikarp,magikarp,10-25,55,,
87741,platinum,great-marsh,area-4,good-rod,barboach,barboach,10-25,45,,
87746,platinum,great-marsh,area-4,super-rod,carvanha,carvanha,30-55,45,,
87751,platinum,great-marsh,area-4,super-rod,gyarados,gyarados,30-55,40,,
87756,platinum,great-marsh,area-4,super-rod,whiscash,whiscash,20-50,15,,
87761,platinum,great-marsh,area-4,surf,wooper,wooper,20-30,90,,
87766,platinum,great-marsh,area-4,surf,quagsire,quagsire,20-40,10,,
87771,platinum,great-marsh,area-5,walk,wooper,wooper,26-28,25,,
87776,platinum,great-marsh,area-5,walk,bibarel,bibarel,26,20,,
87781,platinum,great-marsh,area-5,walk,yanma,yanma,27-29,11,,
87786,platinum,great-marsh,area-5,walk,hoothoot,hoothoot,26-27,10,time/time-night,
87791,platinum,great-marsh,area-5,walk,yanma,yanma,26,10,time/time-day,
87796,platinum,great-marsh,area-5,walk,yanma,yanma,26,10,time/time-morning,
87801,platinum,great-marsh,area-5,walk,quagsire,quagsire,28,10,,
87806,platinum,great-marsh,area-5,walk,bibarel,bibarel,27,10,time/time-day,
87811,platinum,great-marsh,area-5,walk,bibarel,bibarel,27,10,time/time-morning,
87816,platinum,great-marsh,area-5,walk,arbok,arbok,28,8,slot2/slot2-firered,
87821,platinum,great-marsh,area-5,walk,tangela,tangela,28,4,slot2/slot2-leafgreen,
87826,platinum,great-marsh,area-5,walk,tangela,tangela,28,4,slot2/slot2-sapphire,
87831,platinum,great-marsh,area-5,walk,tangela,tangela,28,4,slot2/slot2-ruby,
87836,platinum,great-marsh,area-5,walk,tangela,tangela,28,4,slot2/slot2-emerald,
87841,platinum,great-marsh,area-5,walk,tangela,tangela,28,4,slot2/slot2-none,
87846,platinum,great-marsh,area-5,walk,yanma,yanma,28,4,slot2/slot2-leafgreen,
87851,platinum,great-marsh,area-5,walk,yanma,yanma,28,4,slot2/slot2-ruby,
87856,platinum,great-marsh,area-5,walk,yanma,yanma,28,4,slot2/slot2-emerald,
87861,platinum,great-marsh,area-5,walk,yanma,yanma,28,4,slot2/slot2-sapphire,
87866,platinum,great-marsh,area-5,walk,yanma,yanma,28,4,slot2/slot2-none,
87871,platinum,great-marsh,area-5,walk,tangela,tangela,29,1,,
87876,platinum,great-marsh,area-5,old-rod,magikarp,magikarp,3-15,100,,
87881,platinum,great-marsh,area-5,good-rod,magikarp,magikarp,10-25,55,,
87886,platinum,great-marsh,area-5,good-rod,barboach,barboach,10-25,45,,
87891,platinum,great-marsh,area-5,super-rod,carvanha,carvanha,30-55,45,,
